cue	response	strength
大眼睛	人类	0.04
大眼睛	动画	0.04
大眼睛	变态	0.04
大眼睛	可爱	0.04
大眼睛	圆	0.04
大眼睛	女孩	0.04
大眼睛	好看	0.08
大眼睛	妹妹	0.04
大眼睛	婴儿	0.04
大眼睛	欧美	0.04
大眼睛	歌曲	0.04
大眼睛	温柔	0.04
大眼睛	漂亮	0.08
大眼睛	漫画	0.04
大眼睛	的	0.04
大眼睛	睫毛	0.04
大眼睛	瞳孔	0.04
大眼睛	美人	0.04
大眼睛	美女	0.08
大眼睛	萌	0.04
大眼睛	萝莉	0.04
大眼睛	鹿	0.04
大神	厉害	0.2
大神	天天	0.0333333333333333
大神	太太	0.0333333333333333
大神	学霸	0.0333333333333333
大神	帅哥	0.0333333333333333
大神	游戏	0.233333333333333
大神	牛	0.0333333333333333
大神	牛逼	0.1
大神	狼人杀	0.0333333333333333
大神	画画	0.0666666666666667
大神	神仙	0.0333333333333333
大神	网红	0.0333333333333333
大神	网络	0.0333333333333333
大神	计算机	0.0666666666666667
大神	迷信	0.0333333333333333
大笑	哈哈	0.324324324324324
大笑	哈哈哈	0.0810810810810811
大笑	哭泣	0.027027027027027
大笑	大哭	0.0540540540540541
大笑	小心	0.027027027027027
大笑	开心	0.216216216216216
大笑	快乐	0.027027027027027
大笑	情绪	0.027027027027027
大笑	欢乐	0.027027027027027
大笑	牙齿	0.0540540540540541
大笑	狂喜	0.027027027027027
大笑	疯	0.027027027027027
大笑	脸	0.027027027027027
大笑	舍友	0.027027027027027
大笑	表情	0.027027027027027
大米	东北	0.0666666666666667
大米	做爱	0.0222222222222222
大米	吃	0.133333333333333
大米	吃的	0.0666666666666667
大米	吃饭	0.0222222222222222
大米	喜欢	0.0222222222222222
大米	小米	0.133333333333333
大米	小麦	0.0222222222222222
大米	水稻	0.0222222222222222
大米	白酒	0.0222222222222222
大米	米饭	0.133333333333333
大米	粮食	0.0444444444444444
大米	老鼠	0.0222222222222222
大米	袁隆平	0.0222222222222222
大米	谷仓	0.0222222222222222
大米	食物	0.0666666666666667
大米	饭	0.133333333333333
大米	香甜	0.0222222222222222
大约	一个	0.0227272727272727
大约	不确定	0.0227272727272727
大约	冬季	0.0454545454545455
大约	几乎	0.0227272727272727
大约	可能	0.0909090909090909
大约	多少	0.0227272727272727
大约	大概	0.568181818181818
大约	左右	0.0227272727272727
大约	差不多	0.0454545454545455
大约	平均	0.0227272727272727
大约	时间	0.0227272727272727
大约	模糊	0.0227272727272727
大约	等于	0.0227272727272727
大约	精确	0.0227272727272727
大约	约会	0.0227272727272727
大纲	体系	0.025
大纲	做题	0.025
大纲	历史	0.025
大纲	小说	0.05
大纲	总结	0.05
大纲	提纲	0.125
大纲	摘要	0.05
大纲	教学	0.05
大纲	教育	0.05
大纲	标题	0.025
大纲	概括	0.025
大纲	目录	0.05
大纲	纲要	0.025
大纲	纲领	0.025
大纲	纸	0.025
大纲	线条	0.025
大纲	考研	0.025
大纲	考试	0.2
大纲	论文	0.075
大纲	课本	0.025
大纲	轮廓	0.025
大胆	做	0.03125
大胆	冒险	0.03125
大胆	勇敢	0.125
大胆	勇气	0.09375
大胆	实验	0.03125
大胆	小心	0.03125
大胆	开放	0.03125
大胆	心脏	0.03125
大胆	想法	0.0625
大胆	放肆	0.03125
大胆	狂妄	0.03125
大胆	猜想	0.0625
大胆	猜测	0.09375
大胆	老虎	0.03125
大胆	联想	0.03125
大胆	胆小	0.0625
大胆	虎	0.03125
大胆	蛇	0.03125
大胆	训斥	0.03125
大胆	跪下	0.03125
大胆	鬼	0.03125
大胆	鬼屋	0.03125
大脑	人体	0.0294117647058824
大脑	发育	0.0294117647058824
大脑	周杰伦	0.0294117647058824
大脑	器官	0.0588235294117647
大脑	头脑	0.0294117647058824
大脑	容量	0.0294117647058824
大脑	富裕	0.0294117647058824
大脑	左右	0.0294117647058824
大脑	思维	0.0294117647058824
大脑	思考	0.0882352941176471
大脑	悬疑	0.0294117647058824
大脑	控制	0.0588235294117647
大脑	支配	0.0294117647058824
大脑	智慧	0.0588235294117647
大脑	最强大脑	0.0588235294117647
大脑	核桃	0.0588235294117647
大脑	灵活	0.0294117647058824
大脑	神经	0.0588235294117647
大脑	结构	0.0294117647058824
大脑	缸	0.0294117647058824
大脑	聪明	0.0588235294117647
大脑	脑子	0.0294117647058824
大脑	脑袋	0.0588235294117647
大脑	运动	0.0294117647058824
大腿	丝袜	0.0303030303030303
大腿	乳房	0.0303030303030303
大腿	光滑	0.0303030303030303
大腿	动力	0.0303030303030303
大腿	大佬	0.0303030303030303
大腿	强壮	0.0303030303030303
大腿	手臂	0.0303030303030303
大腿	抱	0.212121212121212
大腿	毛	0.0606060606060606
大腿	水	0.0303030303030303
大腿	火腿	0.0303030303030303
大腿	白	0.0303030303030303
大腿	粗	0.0606060606060606
大腿	肉	0.0606060606060606
大腿	肌肉	0.0606060606060606
大腿	胳膊	0.0303030303030303
大腿	能力	0.0303030303030303
大腿	脚踝	0.0303030303030303
大腿	行走	0.0606060606060606
大腿	蹲	0.0303030303030303
大腿	鸡腿	0.0606060606060606
大臣	军队	0.037037037037037
大臣	古代	0.037037037037037
大臣	奸臣	0.037037037037037
大臣	官员	0.037037037037037
大臣	帽子	0.037037037037037
大臣	是	0.037037037037037
大臣	死亡	0.037037037037037
大臣	清朝	0.037037037037037
大臣	皇上	0.0740740740740741
大臣	皇宫	0.037037037037037
大臣	皇帝	0.555555555555556
大臣	衷心	0.037037037037037
大自然	丛林	0.0222222222222222
大自然	动物	0.0888888888888889
大自然	动物园	0.0222222222222222
大自然	可怕	0.0222222222222222
大自然	呼吸	0.0222222222222222
大自然	天空	0.0222222222222222
大自然	宝物	0.0222222222222222
大自然	小动物	0.0222222222222222
大自然	惩罚	0.0222222222222222
大自然	树	0.0222222222222222
大自然	树木	0.0444444444444444
大自然	树林	0.0222222222222222
大自然	森林	0.0888888888888889
大自然	植物	0.0444444444444444
大自然	母亲	0.0222222222222222
大自然	水	0.0222222222222222
大自然	熊猫	0.0666666666666667
大自然	物种	0.0222222222222222
大自然	环保	0.0222222222222222
大自然	环境	0.0222222222222222
大自然	生态	0.0222222222222222
大自然	空气	0.0222222222222222
大自然	绿色	0.133333333333333
大自然	美好	0.0444444444444444
大自然	自然	0.0222222222222222
大自然	野兔	0.0222222222222222
大自然	风	0.0222222222222222
大自然	鲜花	0.0222222222222222
大自然	鸟	0.0222222222222222
大草原	内蒙古	0.222222222222222
大草原	大雁	0.0277777777777778
大草原	奶牛	0.0277777777777778
大草原	实验室	0.0277777777777778
大草原	广阔	0.0277777777777778
大草原	牛	0.0277777777777778
大草原	牛羊	0.0277777777777778
大草原	绿	0.0277777777777778
大草原	绿色	0.0833333333333333
大草原	羊	0.0555555555555556
大草原	老鼠	0.0277777777777778
大草原	自然	0.0277777777777778
大草原	草	0.0833333333333333
大草原	草地	0.0277777777777778
大草原	荒芜	0.0277777777777778
大草原	荒野	0.0277777777777778
大草原	蒙古	0.0555555555555556
大草原	蓝天	0.0277777777777778
大草原	辽阔	0.0277777777777778
大草原	马	0.0833333333333333
大草原	骑马	0.0277777777777778
大蒜	刺激	0.0277777777777778
大蒜	吸血鬼	0.194444444444444
大蒜	味	0.0277777777777778
大蒜	咖啡	0.0277777777777778
大蒜	头	0.0277777777777778
大蒜	好吃	0.0277777777777778
大蒜	感冒	0.0277777777777778
大蒜	洋葱	0.111111111111111
大蒜	臭	0.166666666666667
大蒜	臭味	0.0277777777777778
大蒜	葱	0.138888888888889
大蒜	蔬菜	0.0277777777777778
大蒜	难吃	0.0555555555555556
大蒜	面条	0.0277777777777778
大蒜	韭菜	0.0277777777777778
大蒜	香料	0.0277777777777778
大街	上	0.032258064516129
大街	人	0.0645161290322581
大街	人多	0.0967741935483871
大街	人山人海	0.032258064516129
大街	人群	0.032258064516129
大街	人行道	0.032258064516129
大街	吵	0.032258064516129
大街	吵闹	0.032258064516129
大街	小巷	0.225806451612903
大街	拥挤	0.032258064516129
大街	气球	0.032258064516129
大街	汽车	0.032258064516129
大街	流氓	0.032258064516129
大街	红绿灯	0.032258064516129
大街	老鼠	0.032258064516129
大街	车水马龙	0.032258064516129
大街	逛街	0.0645161290322581
大街	马路	0.129032258064516
大衣	保暖	0.0217391304347826
大衣	冬天	0.152173913043478
大衣	冬季	0.0434782608695652
大衣	冷	0.0434782608695652
大衣	厚重	0.0217391304347826
大衣	品牌	0.0217391304347826
大衣	外套	0.108695652173913
大衣	扣子	0.0434782608695652
大衣	暖和	0.0652173913043478
大衣	款式	0.0217391304347826
大衣	毛皮	0.0217391304347826
大衣	沉	0.0217391304347826
大衣	温暖	0.0217391304347826
大衣	皮毛	0.0217391304347826
大衣	红色	0.0217391304347826
大衣	纽扣	0.0217391304347826
大衣	羊毛	0.0434782608695652
大衣	血	0.0217391304347826
大衣	衣服	0.0217391304347826
大衣	衣柜	0.0217391304347826
大衣	貂皮	0.0217391304347826
大衣	质量	0.0217391304347826
大衣	钱	0.0217391304347826
大衣	颜色	0.0217391304347826
大衣	风衣	0.130434782608696
大西洋	地图	0.0256410256410256
大西洋	地理	0.0256410256410256
大西洋	大海	0.0256410256410256
大西洋	太平洋	0.41025641025641
大西洋	宽阔	0.0256410256410256
大西洋	欧洲	0.0512820512820513
大西洋	水	0.0256410256410256
大西洋	海	0.0512820512820513
大西洋	海洋	0.179487179487179
大西洋	航海	0.0256410256410256
大西洋	航行	0.0256410256410256
大西洋	船	0.0256410256410256
大西洋	西方	0.0256410256410256
大西洋	远	0.0256410256410256
大西洋	飞机	0.0256410256410256
大西洋	鱼	0.0256410256410256
大豆	吃的	0.0294117647058824
大豆	好吃	0.0294117647058824
大豆	小麦	0.0588235294117647
大豆	油	0.117647058823529
大豆	牛奶	0.0294117647058824
大豆	玉米	0.0588235294117647
大豆	种子	0.0294117647058824
大豆	红豆	0.0588235294117647
大豆	蛋白	0.0294117647058824
大豆	豆子	0.0588235294117647
大豆	豆浆	0.176470588235294
大豆	食物	0.0294117647058824
大豆	高粱	0.0588235294117647
大豆	黄油	0.0294117647058824
大豆	黄色	0.0882352941176471
大豆	黄豆	0.117647058823529
大象	动物	0.162790697674419
大象	动物园	0.0465116279069767
大象	印象	0.0232558139534884
大象	大	0.0697674418604651
大象	庞大	0.0232558139534884
大象	房间	0.0232558139534884
大象	泰国	0.0232558139534884
大象	灰色	0.0232558139534884
大象	狮子	0.0232558139534884
大象	粗糙	0.0232558139534884
大象	老鼠	0.0465116279069767
大象	蚂蚁	0.0232558139534884
大象	部落	0.0232558139534884
大象	野生动物	0.0232558139534884
大象	长颈鹿	0.0232558139534884
大象	非洲	0.0232558139534884
大象	香蕉	0.0232558139534884
大象	高	0.0232558139534884
大象	鼻子	0.348837209302326
大车	公交车	0.0303030303030303
大车	卡车	0.424242424242424
大车	司机	0.0909090909090909
大车	夏天	0.0303030303030303
大车	客车	0.0303030303030303
大车	工具	0.0303030303030303
大车	巨大	0.0303030303030303
大车	拖拉机	0.0606060606060606
大车	汽车	0.0303030303030303
大车	货车	0.0909090909090909
大车	躲避	0.0303030303030303
大车	车子	0.0303030303030303
大车	车库	0.0303030303030303
大车	重量	0.0303030303030303
大车	面包车	0.0303030303030303
大道	中央	0.032258064516129
大道	修仙	0.032258064516129
大道	光明	0.032258064516129
大道	公路	0.032258064516129
大道	宽广	0.032258064516129
大道	宽阔	0.032258064516129
大道	小路	0.032258064516129
大道	平坦	0.032258064516129
大道	平行	0.032258064516129
大道	材质	0.032258064516129
大道	樱花	0.032258064516129
大道	笔直	0.032258064516129
大道	罗马	0.161290322580645
大道	老子	0.032258064516129
大道	路	0.161290322580645
大道	车辆	0.032258064516129
大道	通道	0.032258064516129
大道	道路	0.0645161290322581
大道	阳光	0.032258064516129
大道	马路	0.0967741935483871
大量	东西	0.024390243902439
大量	丰富	0.024390243902439
大量	人	0.024390243902439
大量	便宜	0.024390243902439
大量	信息	0.024390243902439
大量	农药	0.024390243902439
大量	分子	0.024390243902439
大量	多	0.0731707317073171
大量	实验	0.0487804878048781
大量	少量	0.0487804878048781
大量	巨大	0.024390243902439
大量	很多	0.0487804878048781
大量	数据	0.0487804878048781
大量	时间	0.024390243902439
大量	月经	0.024390243902439
大量	水	0.024390243902439
大量	海水	0.0487804878048781
大量	液体	0.024390243902439
大量	游戏	0.024390243902439
大量	火	0.024390243902439
大量	物品	0.024390243902439
大量	生日	0.024390243902439
大量	空气	0.024390243902439
大量	粮食	0.024390243902439
大量	蚂蚁	0.024390243902439
大量	许多	0.0487804878048781
大量	谷物	0.024390243902439
大量	资金	0.024390243902439
大量	输入	0.024390243902439
大量	钱	0.0487804878048781
大量	雪	0.024390243902439
大量	食物	0.024390243902439
大门	保安	0.0277777777777778
大门	回家	0.0277777777777778
大门	外	0.0277777777777778
大门	天安门	0.0277777777777778
大门	学校	0.0555555555555556
大门	家庭	0.0277777777777778
大门	小区	0.0277777777777778
大门	展开	0.0277777777777778
大门	开	0.0555555555555556
大门	房子	0.0277777777777778
大门	打开	0.0555555555555556
大门	故宫	0.0277777777777778
大门	栅栏	0.0277777777777778
大门	狗	0.0277777777777778
大门	窗户	0.0555555555555556
大门	红色	0.0555555555555556
大门	蓝色	0.0277777777777778
大门	调查	0.0277777777777778
大门	钥匙	0.0277777777777778
大门	铁	0.0555555555555556
大门	锁	0.0555555555555556
大门	长方形	0.0277777777777778
大门	门口	0.111111111111111
大门	院子	0.0277777777777778
大门	黄色	0.0555555555555556
大陆	世界	0.0333333333333333
大陆	中国	0.366666666666667
大陆	国内	0.0333333333333333
大陆	国家	0.0333333333333333
大陆	土地	0.0666666666666667
大陆	地球	0.0333333333333333
大陆	坚固	0.0333333333333333
大陆	居住	0.0333333333333333
大陆	植被	0.0333333333333333
大陆	海峡	0.0666666666666667
大陆	海洋	0.166666666666667
大陆	祖国	0.0333333333333333
大陆	陆地	0.0666666666666667
大院	军区	0.105263157894737
大院	军队	0.0263157894736842
大院	北京	0.105263157894737
大院	单位	0.0263157894736842
大院	四合院	0.263157894736842
大院	地方	0.0263157894736842
大院	子女	0.0263157894736842
大院	学院	0.0263157894736842
大院	家	0.0263157894736842
大院	家属	0.0263157894736842
大院	小区	0.0263157894736842
大院	小孩	0.0263157894736842
大院	房子	0.0526315789473684
大院	有钱	0.0263157894736842
大院	橘子	0.0263157894736842
大院	豪宅	0.0263157894736842
大院	部队	0.105263157894737
大院	里	0.0263157894736842
大院	院子	0.0263157894736842
大雁	人	0.0666666666666667
大雁	动物	0.133333333333333
大雁	南	0.0666666666666667
大雁	南方	0.0666666666666667
大雁	回家	0.0666666666666667
大雁	家人	0.0666666666666667
大雁	归来	0.0666666666666667
大雁	故乡	0.0666666666666667
大雁	红叶	0.0666666666666667
大雁	美食	0.0666666666666667
大雁	西北	0.0666666666666667
大雁	飞	0.0666666666666667
大雁	飞翔	0.0666666666666667
大雁	鸭子	0.0666666666666667
大雨	伞	0.25
大雨	喜欢	0.05
大雨	忧郁	0.05
大雨	打雷	0.05
大雨	洪水	0.1
大雨	狂风	0.05
大雨	秋天	0.05
大雨	街道	0.05
大雨	阴天	0.05
大雨	难受	0.05
大雨	雨伞	0.25
大麦	丰收	0.0465116279069767
大麦	吃的	0.0232558139534884
大麦	小米	0.0465116279069767
大麦	小麦	0.116279069767442
大麦	庄稼	0.0232558139534884
大麦	水稻	0.0232558139534884
大麦	米	0.0232558139534884
大麦	粮食	0.0697674418604651
大麦	网	0.0465116279069767
大麦	网站	0.0232558139534884
大麦	茶	0.0930232558139535
大麦	茶叶	0.0232558139534884
大麦	豆子	0.0232558139534884
大麦	酒	0.0232558139534884
大麦	金黄	0.0232558139534884
大麦	面包	0.0232558139534884
大麦	食物	0.0697674418604651
大麦	饮料	0.0232558139534884
大麦	香	0.0232558139534884
大麦	麦子	0.0697674418604651
大麦	麦田	0.0697674418604651
大麦	黄	0.0232558139534884
大麦	黄色	0.0465116279069767
大麦	黄豆	0.0232558139534884
大麻	上瘾	0.0416666666666667
大麻	合法	0.0208333333333333
大麻	吸	0.0208333333333333
大麻	吸毒	0.104166666666667
大麻	嗨	0.0208333333333333
大麻	抽	0.0208333333333333
大麻	死亡	0.0208333333333333
大麻	毒品	0.583333333333333
大麻	毒药	0.0208333333333333
大麻	海洛因	0.0416666666666667
大麻	爽	0.0208333333333333
大麻	白人	0.0208333333333333
大麻	酒精	0.0208333333333333
大麻	鸦片	0.0416666666666667
天	云	0.02
天	啊	0.02
天	地	0.32
天	天天	0.02
天	天气	0.04
天	天真	0.02
天	天空	0.18
天	早起	0.02
天	男友	0.02
天	白云	0.02
天	空	0.08
天	蓝	0.04
天	蓝色	0.18
天	高	0.02
天上	上天	0.0392156862745098
天上	上海	0.0196078431372549
天上	云	0.0196078431372549
天上	云朵	0.0392156862745098
天上	人间	0.450980392156863
天上	地下	0.235294117647059
天上	天使	0.0196078431372549
天上	天天向上	0.0196078431372549
天上	天空	0.0392156862745098
天上	白云	0.0196078431372549
天上	神仙	0.0196078431372549
天上	飞	0.0392156862745098
天上	飞机	0.0392156862745098
天下	世界	0.0285714285714286
天下	变幻	0.0285714285714286
天下	古代	0.0285714285714286
天下	古装	0.0285714285714286
天下	和平	0.0285714285714286
天下	国家	0.0285714285714286
天下	地球	0.0285714285714286
天下	大同	0.0857142857142857
天下	大的	0.0285714285714286
天下	天空	0.0285714285714286
天下	太平	0.0285714285714286
天下	宇宙	0.0285714285714286
天下	小说	0.0571428571428571
天下	帝王	0.0285714285714286
天下	得到	0.0285714285714286
天下	无敌	0.0571428571428571
天下	武侠	0.0571428571428571
天下	游戏	0.0571428571428571
天下	百姓	0.0285714285714286
天下	皇上	0.0571428571428571
天下	皇帝	0.114285714285714
天下	第一	0.114285714285714
天主教	上帝	0.0217391304347826
天主教	伊拉克	0.0217391304347826
天主教	伊斯兰教	0.0217391304347826
天主教	信仰	0.0434782608695652
天主教	十字架	0.0434782608695652
天主教	压迫	0.0217391304347826
天主教	向上	0.0217391304347826
天主教	基督	0.130434782608696
天主教	基督教	0.217391304347826
天主教	外国	0.0217391304347826
天主教	宗教	0.108695652173913
天主教	教会	0.0217391304347826
天主教	教堂	0.152173913043478
天主教	教徒	0.0869565217391304
天主教	白	0.0217391304347826
天主教	耶稣	0.0217391304347826
天主教	茫然	0.0217391304347826
天体	三体	0.0638297872340425
天体	卫星	0.0425531914893617
天体	图片	0.0212765957446809
天体	地球	0.0851063829787234
天体	天文	0.0212765957446809
天体	太阳	0.0212765957446809
天体	宇宙	0.0425531914893617
天体	实验	0.0212765957446809
天体	平衡	0.0212765957446809
天体	彗星	0.0212765957446809
天体	循环	0.0212765957446809
天体	恒星	0.0212765957446809
天体	星星	0.0425531914893617
天体	星球	0.0851063829787234
天体	星辰	0.0212765957446809
天体	火星	0.0212765957446809
天体	物理	0.0851063829787234
天体	秩序	0.0212765957446809
天体	行星	0.0851063829787234
天体	观测	0.0425531914893617
天体	运动	0.0638297872340425
天体	运行	0.0638297872340425
天体	运转	0.0425531914893617
天体	遥远	0.0212765957446809
天使	上帝	0.0238095238095238
天使	云朵	0.0238095238095238
天使	医生	0.0238095238095238
天使	可爱	0.0238095238095238
天使	圣洁	0.0238095238095238
天使	地狱	0.0238095238095238
天使	基督教	0.0476190476190476
天使	堂本刚	0.0238095238095238
天使	堕落	0.0238095238095238
天使	复活	0.0238095238095238
天使	天堂	0.0238095238095238
天使	天真	0.0238095238095238
天使	恶魔	0.119047619047619
天使	抽烟	0.0238095238095238
天使	死亡	0.0238095238095238
天使	白色	0.0714285714285714
天使	神圣	0.0238095238095238
天使	纯洁	0.0238095238095238
天使	美丽	0.0476190476190476
天使	翅膀	0.19047619047619
天使	降临	0.0238095238095238
天使	魔鬼	0.142857142857143
天台	云朵	0.0222222222222222
天台	伪装者	0.0222222222222222
天台	凉爽	0.0222222222222222
天台	周杰伦	0.111111111111111
天台	唱歌	0.0222222222222222
天台	好	0.0222222222222222
天台	微风	0.0222222222222222
天台	情侣	0.0222222222222222
天台	星星	0.0666666666666667
天台	望远镜	0.0222222222222222
天台	楼道	0.0222222222222222
天台	歌声	0.0222222222222222
天台	死亡	0.0222222222222222
天台	爱情	0.0888888888888889
天台	考试	0.0222222222222222
天台	自杀	0.0666666666666667
天台	跳	0.0666666666666667
天台	跳楼	0.222222222222222
天台	跳跃	0.0222222222222222
天台	阳台	0.0444444444444444
天台	风景	0.0222222222222222
天台	高	0.0222222222222222
天地	万物	0.037037037037037
天地	上下	0.037037037037037
天地	不仁	0.0740740740740741
天地	之间	0.111111111111111
天地	人	0.0740740740740741
天地	人事	0.037037037037037
天地	合	0.037037037037037
天地	和	0.037037037037037
天地	商场	0.037037037037037
天地	地板	0.037037037037037
天地	地面	0.037037037037037
天地	大	0.037037037037037
天地	大同	0.037037037037037
天地	天下	0.037037037037037
天地	宽广	0.037037037037037
天地	少年	0.037037037037037
天地	广阔	0.148148148148148
天地	绿色	0.037037037037037
天地	语法	0.037037037037037
天堂	上帝	0.0930232558139535
天堂	乐园	0.0232558139534884
天堂	伞	0.0232558139534884
天堂	地域	0.0232558139534884
天堂	地狱	0.395348837209302
天堂	处女	0.0232558139534884
天堂	天使	0.116279069767442
天堂	天空	0.0465116279069767
天堂	海洋	0.0232558139534884
天堂	游戏机	0.0232558139534884
天堂	灵魂	0.0232558139534884
天堂	白	0.0232558139534884
天堂	白色	0.0465116279069767
天堂	神仙	0.0232558139534884
天堂	筷子	0.0232558139534884
天堂	美好	0.0232558139534884
天堂	鸟	0.0465116279069767
天天	一天	0.0303030303030303
天天	下雨	0.0303030303030303
天天	吃饭	0.0303030303030303
天天	向上	0.303030303030303
天天	天天向上	0.0606060606060606
天天	天气	0.0303030303030303
天天	学习	0.0909090909090909
天天	小男孩	0.0303030303030303
天天	就是	0.0303030303030303
天天	开心	0.0909090909090909
天天	快乐	0.0909090909090909
天天	快递	0.0303030303030303
天天	想念	0.0303030303030303
天天	日常	0.0606060606060606
天天向上	努力	0.0238095238095238
天天向上	好好学习	0.761904761904762
天天向上	学习	0.0476190476190476
天天向上	教室	0.0238095238095238
天天向上	电视节目	0.0476190476190476
天天向上	积极	0.0238095238095238
天天向上	节目	0.0714285714285714
天安门	中国	0.0222222222222222
天安门	事件	0.0222222222222222
天安门	北京	0.244444444444444
天安门	升旗	0.0222222222222222
天安门	吵闹	0.0222222222222222
天安门	国家	0.0222222222222222
天安门	国旗	0.0444444444444444
天安门	坦克	0.0222222222222222
天安门	广场	0.333333333333333
天安门	拥挤	0.0222222222222222
天安门	故宫	0.0222222222222222
天安门	毛主席	0.133333333333333
天安门	红色	0.0222222222222222
天安门	蓝天	0.0222222222222222
天安门	长城	0.0222222222222222
天平	公平	0.175
天平	公正	0.125
天平	实验	0.1
天平	实验室	0.025
天平	平稳	0.025
天平	平衡	0.075
天平	律师	0.025
天平	无奈	0.025
天平	星座	0.2
天平	法律	0.025
天平	物理	0.05
天平	秤	0.075
天平	称	0.025
天平	称重	0.025
天平	重量	0.025
天性	乐观	0.0208333333333333
天性	人	0.0208333333333333
天性	人性	0.0833333333333333
天性	人类	0.0208333333333333
天性	动物	0.0416666666666667
天性	善良	0.104166666666667
天性	基因	0.0208333333333333
天性	天生	0.0416666666666667
天性	天赋	0.0625
天性	如此	0.0208333333333333
天性	婴儿	0.0208333333333333
天性	孩童	0.0208333333333333
天性	开朗	0.0208333333333333
天性	性格	0.0416666666666667
天性	散漫	0.0208333333333333
天性	本性	0.0208333333333333
天性	本能	0.0208333333333333
天性	死亡	0.0208333333333333
天性	浪漫	0.0208333333333333
天性	烂漫	0.0208333333333333
天性	玩	0.0208333333333333
天性	神圣	0.0208333333333333
天性	自然	0.0416666666666667
天性	解放	0.0833333333333333
天性	释放	0.125
天性	顽皮	0.0208333333333333
天性	食物	0.0208333333333333
天才	人	0.024390243902439
天才	人才	0.024390243902439
天才	傻子	0.024390243902439
天才	勤奋	0.024390243902439
天才	喜欢	0.024390243902439
天才	大佬	0.024390243902439
天才	天生	0.024390243902439
天才	天赋	0.024390243902439
天才	孤独	0.024390243902439
天才	少年	0.0731707317073171
天才	广告	0.024390243902439
天才	才能	0.0487804878048781
天才	敏锐	0.024390243902439
天才	智商	0.0731707317073171
天才	智慧	0.024390243902439
天才	机智	0.024390243902439
天才	爱因斯坦	0.121951219512195
天才	爱迪生	0.024390243902439
天才	疯子	0.024390243902439
天才	笨蛋	0.0731707317073171
天才	聪明	0.170731707317073
天才	脑子	0.024390243902439
天才	自己	0.024390243902439
天才	黑色	0.024390243902439
天文	上下	0.0204081632653061
天文	地理	0.510204081632653
天文	天文学	0.0204081632653061
天文	天空	0.0204081632653061
天文	学科	0.0204081632653061
天文	宇宙	0.0408163265306122
天文	宇航员	0.0204081632653061
天文	室	0.0204081632653061
天文	数字	0.0612244897959184
天文	星星	0.0204081632653061
天文	星空	0.0204081632653061
天文	望远镜	0.163265306122449
天文	科学	0.0204081632653061
天文	符号	0.0204081632653061
天文	自然	0.0204081632653061
天文学	地理	0.0769230769230769
天文学	天体	0.0512820512820513
天文学	宇宙	0.0769230769230769
天文学	星座	0.0256410256410256
天文学	星星	0.256410256410256
天文学	星空	0.0512820512820513
天文学	望远镜	0.179487179487179
天文学	气象	0.0256410256410256
天文学	浩瀚	0.0256410256410256
天文学	浪漫	0.0256410256410256
天文学	物理	0.0256410256410256
天文学	社团	0.0256410256410256
天文学	神秘	0.0769230769230769
天文学	科学	0.0256410256410256
天文学	达芬奇	0.0256410256410256
天文学	高大上	0.0256410256410256
天气	下雨	0.0277777777777778
天气	下雪	0.0277777777777778
天气	不好	0.0277777777777778
天气	不错	0.0555555555555556
天气	云	0.0277777777777778
天气	太阳	0.0277777777777778
天气	好	0.0833333333333333
天气	异常	0.0277777777777778
天气	很好	0.138888888888889
天气	晴天	0.138888888888889
天气	晴朗	0.277777777777778
天气	气温	0.0277777777777778
天气	真好	0.0277777777777778
天气	蓝天	0.0277777777777778
天气	阳光	0.0277777777777778
天气	阴天	0.0277777777777778
天津	上海	0.0697674418604651
天津	中国	0.0465116279069767
天津	包子	0.116279069767442
天津	北京	0.186046511627907
天津	北方	0.0232558139534884
天津	吃	0.0232558139534884
天津	地区	0.0465116279069767
天津	地点	0.0232558139534884
天津	城市	0.0232558139534884
天津	家乡	0.0232558139534884
天津	小品	0.0232558139534884
天津	河流	0.0232558139534884
天津	爆炸	0.0465116279069767
天津	相声	0.116279069767442
天津	老旧	0.0232558139534884
天津	霾	0.0232558139534884
天津	饭	0.0232558139534884
天津	麻花	0.13953488372093
天然	人工	0.0256410256410256
天然	健康	0.0256410256410256
天然	单纯	0.0512820512820513
天然	可爱	0.0256410256410256
天然	呆	0.205128205128205
天然	天性	0.0256410256410256
天然	天然气	0.0512820512820513
天然	天真	0.0256410256410256
天然	整容	0.0256410256410256
天然	无辜	0.0256410256410256
天然	有机	0.0256410256410256
天然	材料	0.0256410256410256
天然	森林	0.0256410256410256
天然	气	0.0256410256410256
天然	水	0.0512820512820513
天然	牛奶	0.0512820512820513
天然	绿色	0.0512820512820513
天然	美女	0.0512820512820513
天然	脸	0.0256410256410256
天然	自然	0.128205128205128
天然	食物	0.0256410256410256
天然	黑	0.0256410256410256
天然气	下水道	0.027027027027027
天然气	化学	0.027027027027027
天然气	天然	0.027027027027027
天然气	新疆	0.027027027027027
天然气	气氛	0.027027027027027
天然气	煤气	0.324324324324324
天然气	爆炸	0.216216216216216
天然气	生活	0.027027027027027
天然气	石油	0.135135135135135
天然气	管道	0.0540540540540541
天然气	能源	0.0540540540540541
天然气	贵	0.027027027027027
天然气	费	0.027027027027027
天生	一对	0.0769230769230769
天生	优秀	0.0769230769230769
天生	命运	0.0384615384615385
天生	天才	0.192307692307692
天生	天赋	0.0769230769230769
天生	帅气	0.0384615384615385
